Calendar Year,Managment Unit (FRAM),SubPopulation,SaSI Population,Smolt Abundance Population,Smolt Abundance,Smolt_Abundance_Matches_FRAM,Smolt_Abunce_Matches_SASI_but_not_FRAM,Age 3 Escapement (FRAM),January Age 3 Abundance pre-natural mortality and pre-harvest,Age 3 Abundance post-natural mortality-pre harvest,Harvest # FRAM,Harvest (% FRAM),Latitude,Longitude,SASI Natural Origin Abundance,SASI Hatchery Origin Abundance,SASI CompositeOrigin Abundance,SASI unknown Origin Abundance,Sub Pop Natural Orign Abundance (Age 3 Escapment),SupPopulation Escapement
1992,Baker (Skagit) Wild,,,,,0,0,2121.790396,5834,4737.312221,2615.521825,0.552110923,48.359837,-122.474162,,,,,,
1993,Baker (Skagit) Wild,,,,,0,0,1778.526826,4148,3368.250102,1589.723276,0.471973051,48.359837,-122.474162,,,,,,
1994,Baker (Skagit) Wild,,,,,0,0,2666.942894,6522,5295.980512,2629.037618,0.496421316,48.359837,-122.474162,,,,,,
1995,Baker (Skagit) Wild,,,,,0,0,2470.738878,5978,4854.242793,2383.503915,0.491014565,48.359837,-122.474162,,,,,,
1996,Baker (Skagit) Wild,,,,,0,0,2243.636558,4872,3956.151035,1712.514477,0.432873887,48.359837,-122.474162,,,,,,
1997,Baker (Skagit) Wild,,,,,0,0,1012.76835,1998,1622.411693,609.6433431,0.375763652,48.359837,-122.474162,,,,,,
1998,Baker (Skagit) Wild,,,,,0,0,3878.050728,6224.1688,5054.136257,1176.085529,0.23269763,48.359837,-122.474162,,,,,,
1999,Baker (Skagit) Wild,,,,,0,0,2965.00257,5018.407142,4075.03625,1110.03368,0.27239848,48.359837,-122.474162,,,,,,
2000,Baker (Skagit) Wild,,,,,0,0,2860.020242,5489.882172,4457.882397,1597.862155,0.358435242,48.359837,-122.474162,,,,,,
2001,Baker (Skagit) Wild,,,,,0,0,6574.999972,12279.38673,9971.081388,3396.081416,0.34059309,48.359837,-122.474162,,,,,,
2002,Baker (Skagit) Wild,,,,,0,0,5193.999989,8186.840208,6647.860502,1453.860513,0.218696002,48.359837,-122.474162,,,,,,
2003,Baker (Skagit) Wild,,,,,0,0,2818.999967,4451.554048,3614.741411,795.7414443,0.220137862,48.359837,-122.474162,,,,,,
2004,Baker (Skagit) Wild,,,,,0,0,2750.319769,4111.1504,3338.327568,588.007799,0.176138437,48.359837,-122.474162,,,,,,
2005,Baker (Skagit) Wild,,,,,0,0,1940.924824,3774.4144,3064.89192,1123.967096,0.36672324,48.359837,-122.474162,,,,,,
2006,Baker (Skagit) Wild,,,,,0,0,451.08197,826.984,671.5257816,220.4438116,0.328273043,48.359837,-122.474162,,,,,,
2007,Baker (Skagit) Wild,,,,,0,0,3739.888527,7281.916,5913.045879,2173.157352,0.367519109,48.359837,-122.474162,,,,,,
2008,Baker (Skagit) Wild,,,,,0,0,1298.104004,2346.2576,1905.203086,607.0990817,0.318653211,48.359837,-122.474162,,,,,,
2009,Baker (Skagit) Wild,,,,,0,0,2231.251408,3940.3064,3199.599188,968.34778,0.302646589,48.359837,-122.474162,,,,,,
2010,Baker (Skagit) Wild,,,,,0,0,2738.866722,6388.08,5187.235079,2448.368357,0.471998728,48.359837,-122.474162,,,,,,
2011,Baker (Skagit) Wild,,,,,0,0,2619.989861,5717.5792,4642.776451,2022.78659,0.435684684,48.359837,-122.474162,,,,,,
2012,Baker (Skagit) Wild,,,,,0,0,4454.802672,8198.036,6656.951685,2202.149013,0.330804416,48.359837,-122.474162,,,,,,
2013,Baker (Skagit) Wild,,,,,0,0,2702.941841,5812.6576,4719.981811,2017.03997,0.427340623,48.359837,-122.474162,,,,,,
2014,Baker (Skagit) Wild,,,,,0,0,2238.680037,5707.6752,4634.734227,2396.05419,0.516977689,48.359837,-122.474162,,,,,,
2015,Baker (Skagit) Wild,,,,,0,0,979.025964,3199.4872,2598.040763,1619.014799,0.623167589,48.359837,-122.474162,,,,,,
2016,Baker (Skagit) Wild,,,,,0,0,3450.000008,5297.322009,4301.520105,851.5200968,0.197957949,48.359837,-122.474162,,,,,,
2017,Baker (Skagit) Wild,,,,,0,0,2227.01489,3021.2152,2453.280715,226.2658246,9.22E-02,48.359837,-122.474162,,,,,,
1978,Chehalis River Wild,,,Chehalis River,,-1,0,,,,,,46.91656476,-124.1692596,,,,,,0
1979,Chehalis River Wild,,,Chehalis River,,-1,0,,,,,,46.91656476,-124.1692596,,,,,,0
1980,Chehalis River Wild,,,Chehalis River,,-1,0,,,,,,46.91656476,-124.1692596,,,,,,0
1981,Chehalis River Wild,,,Chehalis River,,-1,0,,,,,,46.91656476,-124.1692596,,,,,,0
1982,Chehalis River Wild,,,Chehalis River,2384657.437,-1,0,,,,,,46.91656476,-124.1692596,,,,,,0
1983,Chehalis River Wild,,,Chehalis River,2573109.643,-1,0,,,,,,46.91656476,-124.1692596,,,,,,0
1984,Chehalis River Wild,,,Chehalis River,1604535.973,-1,0,,,,,,46.91656476,-124.1692596,,,,,,0
1985,Chehalis River Wild,,,Chehalis River,2115682.983,-1,0,,,,,,46.91656476,-124.1692596,,,,,,0
1986,Chehalis River Wild,,,Chehalis River,3592275.081,-1,0,25854.88256,123674,100425.4974,74570.6148,0.742546632,46.91656476,-124.1692596,,,,,,
1987,Chehalis River Wild,,,Chehalis River,2928495.898,-1,0,16992.77719,73030,59301.66464,42308.88744,0.713451936,46.91656476,-124.1692596,,,,,,
1988,Chehalis River Wild,,,Chehalis River,1351175.364,-1,0,46683.09492,94712,76907.83597,30224.74105,0.3929995,46.91656476,-124.1692596,,,,,,
1989,Chehalis River Wild,,,Chehalis River,1624967.436,-1,0,47885.60517,133154,108123.4267,60237.82155,0.557120907,46.91656476,-124.1692596,,,,,,
1990,Chehalis River Wild,,,Chehalis River,1884804.257,-1,0,37529.42463,108222,87878.19732,50348.77269,0.57293816,46.91656476,-124.1692596,,,,,,
1991,Chehalis River Wild,,,Chehalis River,1181184.281,-1,0,52376.50488,161510,131149.0053,78772.5004,0.600633609,46.91656476,-124.1692596,,,,,,
1992,Chehalis River Wild,,,Chehalis River,5629500.626,-1,0,23568.48508,65154,52906.21194,29337.72686,0.554523293,46.91656476,-124.1692596,,,,,,
1993,Chehalis River Wild,,,Chehalis River,1471253.764,-1,0,20200.71992,65950,53552.57816,33351.85823,0.622787163,46.91656476,-124.1692596,,,,,,
1994,Chehalis River Wild,,,Chehalis River,2385156.981,-1,0,7097.183904,14460,11741.77832,4644.594415,0.395561412,46.91656476,-124.1692596,,,,,,
1995,Chehalis River Wild,,,Chehalis River,1174326.369,-1,0,31921.06255,75296,61141.69712,29220.63457,0.477916642,46.91656476,-124.1692596,,,,,,
1996,Chehalis River Wild,,,Chehalis River,502917.8112,-1,0,48293.28629,99034,80417.37718,32124.09089,0.399467031,46.91656476,-124.1692596,,,,,,
1997,Chehalis River Wild,,,Chehalis River,1910067.515,-1,0,14656.98866,21750,17661.38855,3004.399891,0.170111194,46.91656476,-124.1692596,,,,,,
1998,Chehalis River Wild,,,Chehalis River,2198298.09,-1,0,32247.18483,51485.8277,41807.41186,9560.22703,0.228673018,46.91656476,-124.1692596,,,,,,
1999,Chehalis River Wild,,,Chehalis River,555537.9961,-1,0,30247.51734,47642.58911,38686.63346,8439.116115,0.218140359,46.91656476,-124.1692596,,,,,,
2000,Chehalis River Wild,,,Chehalis River,1408940.448,-1,0,35461.46012,59495.62815,48311.51291,12850.05279,0.265983241,46.91656476,-124.1692596,,,,,,
2001,Chehalis River Wild,,,Chehalis River,2055636.173,-1,0,74709.99954,118449.8996,96183.43448,21473.43494,0.223255024,46.91656476,-124.1692596,,,,,,
2002,Chehalis River Wild,,,Chehalis River,3389155.916,-1,0,99964.99972,160063.7171,129974.5978,30009.59803,0.230888178,46.91656476,-124.1692596,,,,,,
2003,Chehalis River Wild,,,Chehalis River,2081367.404,-1,0,77157.99976,122287.9155,99299.97202,22141.97226,0.22298065,46.91656476,-124.1692596,,,,,,
2004,Chehalis River Wild,,,Chehalis River,1387410.469,-1,0,35169.36655,76770.3544,62338.89923,27169.53268,0.435835939,46.91656476,-124.1692596,,,,,,
2005,Chehalis River Wild,,,Chehalis River,3023724.651,-1,0,39992.26079,83692.2716,67959.61965,27967.35887,0.411529067,46.91656476,-124.1692596,,,,,,
2006,Chehalis River Wild,,,Chehalis River,1129879.817,-1,0,13061.54707,27486.9549,22319.89842,9258.351346,0.414802575,46.91656476,-124.1692596,,,,,,
2007,Chehalis River Wild,,,Chehalis River,1642821.397,-1,0,22625.95015,40593.0301,32962.26561,10336.31546,0.313580249,46.91656476,-124.1692596,,,,,,
2008,Chehalis River Wild,,,Chehalis River,2083261.975,-1,0,35446.96771,61130.9443,49639.41884,14192.45113,0.285910904,46.91656476,-124.1692596,,,,,,
2009,Chehalis River Wild,,,Chehalis River,2723180.409,-1,0,72650.63702,130963.1074,106344.3828,33693.74577,0.316836159,46.91656476,-124.1692596,,,,,,
2010,Chehalis River Wild,,,Chehalis River,2733876.149,-1,0,84821.51523,131603.222,106864.1673,22042.65204,0.206267944,46.91656476,-124.1692596,,,,,,
2011,Chehalis River Wild,,,Chehalis River,3769788.546,-1,0,47441.44823,92474.8609,75091.23906,27649.79082,0.368215935,46.91656476,-124.1692596,,,,,,
2012,Chehalis River Wild,,,Chehalis River,2973360.678,-1,0,52487.25897,121410.2107,98587.26001,46100.00104,0.467606068,46.91656476,-124.1692596,,,,,,
2013,Chehalis River Wild,,,Chehalis River,2600732.767,-1,0,40432.82877,88596.2004,71941.69744,31508.86867,0.437977832,46.91656476,-124.1692596,,,,,,
2014,Chehalis River Wild,,,Chehalis River,2578901.853,-1,0,71547.75,159627.2222,129620.1561,58072.40607,0.448019875,46.91656476,-124.1692596,,,,,,
2015,Chehalis River Wild,,,Chehalis River,1522828.339,-1,0,15313.12435,36247.8454,29433.89801,14120.77366,0.479745281,46.91656476,-124.1692596,,,,,,
2016,Chehalis River Wild,,,Chehalis River,3231254.477,-1,0,26865.00001,36334.16248,29503.98902,2638.989009,8.94E-02,46.91656476,-124.1692596,,,,,,
2017,Chehalis River Wild,,,Chehalis River,2709299.834,-1,0,22498.78876,38661.8369,31394.10223,8895.313475,0.283343458,46.91656476,-124.1692596,,,,,,
2018,Chehalis River Wild,,,Chehalis River,,-1,0,,,,,,46.91656476,-124.1692596,,,,,,0
1978,Deschutes River (WA) Wild,,,Deschutes River,,-1,0,,,,,,47.04361442,-122.9091057,,,,,,0
1979,Deschutes River (WA) Wild,,,Deschutes River,60275.25667,-1,0,,,,,,47.04361442,-122.9091057,,,,,,0
1980,Deschutes River (WA) Wild,,,Deschutes River,65775.78718,-1,0,,,,,,47.04361442,-122.9091057,,,,,,0
1981,Deschutes River (WA) Wild,,,Deschutes River,131261.3675,-1,0,,,,,,47.04361442,-122.9091057,,,,,,0
1982,Deschutes River (WA) Wild,,,Deschutes River,64756.93283,-1,0,,,,,,47.04361442,-122.9091057,,,,,,0
1983,Deschutes River (WA) Wild,,,Deschutes River,65518.22045,-1,0,,,,,,47.04361442,-122.9091057,,,,,,0
1984,Deschutes River (WA) Wild,,,Deschutes River,101900.8753,-1,0,,,,,,47.04361442,-122.9091057,,,,,,0
1985,Deschutes River (WA) Wild,,,Deschutes River,64452.29709,-1,0,,,,,,47.04361442,-122.9091057,,,,,,0
1986,Deschutes River (WA) Wild,,,Deschutes River,99241.3824,-1,0,4650.754118,21248,17253.75558,12603.00146,0.730449751,47.04361442,-122.9091057,,,,,,
1987,Deschutes River (WA) Wild,,,Deschutes River,91057.26087,-1,0,10392.99688,33006,26801.46163,16408.46475,0.612222758,47.04361442,-122.9091057,,,,,,
1988,Deschutes River (WA) Wild,,,Deschutes River,54397.2,-1,0,7599.787362,32872,26692.65124,19092.86388,0.715285406,47.04361442,-122.9091057,,,,,,
1989,Deschutes River (WA) Wild,,,Deschutes River,117163.7659,-1,0,1000.057386,6392,5190.418189,4190.360803,0.80732624,47.04361442,-122.9091057,,,,,,
1990,Deschutes River (WA) Wild,,,Deschutes River,133197.7959,-1,0,2915.905012,26994,21919.61023,19003.70522,0.866972771,47.04361442,-122.9091057,,,,,,
1991,Deschutes River (WA) Wild,,,Deschutes River,10101,-1,0,1971.906834,11352,9218.026797,7246.119963,0.78608146,47.04361442,-122.9091057,,,,,,
1992,Deschutes River (WA) Wild,,,Deschutes River,76438.38588,-1,0,499.991366,13336,10829.07024,10329.07887,0.953828782,47.04361442,-122.9091057,,,,,,
1993,Deschutes River (WA) Wild,,,Deschutes River,29651.90816,-1,0,658.998472,7136,5794.55948,5135.561008,0.886272895,47.04361442,-122.9091057,,,,,,
1994,Deschutes River (WA) Wild,,,Deschutes River,19685.56706,-1,0,2757.000494,79056,64194.88429,61437.88379,0.957052645,47.04361442,-122.9091057,,,,,,
1995,Deschutes River (WA) Wild,,,Deschutes River,23912.30875,-1,0,559.00498,26952,21885.50548,21326.5005,0.974457753,47.04361442,-122.9091057,,,,,,
1996,Deschutes River (WA) Wild,,,Deschutes River,38197.20761,-1,0,46.996312,3864,3137.637028,3090.640716,0.98502175,47.04361442,-122.9091057,,,,,,
1997,Deschutes River (WA) Wild,,,Deschutes River,6453.579536,-1,0,949.972368,55174,44802.27365,43852.30128,0.978796336,47.04361442,-122.9091057,,,,,,
1998,Deschutes River (WA) Wild,,,Deschutes River,15520.71965,-1,0,76.22169,184.6038,149.9015834,73.67989343,0.491521782,47.04361442,-122.9091057,,,,,,
1999,Deschutes River (WA) Wild,,,Deschutes River,23862.35576,-1,0,41.000058,105.016314,85.27512302,44.27506502,0.519202593,47.04361442,-122.9091057,,,,,,
2000,Deschutes River (WA) Wild,,,Deschutes River,3158.993263,-1,0,961.006589,1989.78165,1615.738246,654.731657,0.405221365,47.04361442,-122.9091057,,,,,,
2001,Deschutes River (WA) Wild,,,Deschutes River,1187.216916,-1,0,54,119.7358,97.22760861,43.22760861,0.444602199,47.04361442,-122.9091057,,,,,,
2002,Deschutes River (WA) Wild,,,Deschutes River,71284.25398,-1,0,19,36.404138,29.56081039,10.56081039,0.357257134,47.04361442,-122.9091057,,,,,,
2003,Deschutes River (WA) Wild,,,Deschutes River,1953.487285,-1,0,2273.000011,4304.08947,3494.99754,1221.997529,0.349641885,47.04361442,-122.9091057,,,,,,
2004,Deschutes River (WA) Wild,,,Deschutes River,6073.379172,-1,0,80.24485,150.3795,122.1108404,41.86599044,0.342852365,47.04361442,-122.9091057,,,,,,
2005,Deschutes River (WA) Wild,,,Deschutes River,59503.1112,-1,0,130.037948,261.3492,212.2202192,82.18227124,0.387249959,47.04361442,-122.9091057,,,,,,
2006,Deschutes River (WA) Wild,,,Deschutes River,3415.998498,-1,0,996.199937,2125.0179,1725.552497,729.35256,0.4226777,47.04361442,-122.9091057,,,,,,
2007,Deschutes River (WA) Wild,,,Deschutes River,3048.750678,-1,0,156.115089,321.501,261.0645554,104.9494664,0.402005804,47.04361442,-122.9091057,,,,,,
2008,Deschutes River (WA) Wild,,,Deschutes River,43074,-1,0,82.011081,281.0541,228.2209501,146.2098691,0.640650514,47.04361442,-122.9091057,,,,,,
2009,Deschutes River (WA) Wild,,,Deschutes River,7175.912666,-1,0,1747.842195,4348.5603,3531.108648,1783.266453,0.505016025,47.04361442,-122.9091057,,,,,,
2010,Deschutes River (WA) Wild,,,Deschutes River,5088.668621,-1,0,56.094767,101.6358,82.53008526,26.43531826,0.320311292,47.04361442,-122.9091057,,,,,,
2011,Deschutes River (WA) Wild,,,Deschutes River,86819.72383,-1,0,98.283446,190.8264,154.9544458,56.6709998,0.36572684,47.04361442,-122.9091057,,,,,,
2012,Deschutes River (WA) Wild,,,Deschutes River,5873,-1,0,2313.703692,5254.9857,4267.142266,1953.438574,0.457786137,47.04361442,-122.9091057,,,,,,
2013,Deschutes River (WA) Wild,,,Deschutes River,1897,-1,0,37.927928,80.8938,65.68721072,27.75928272,0.422597982,47.04361442,-122.9091057,,,,,,
2014,Deschutes River (WA) Wild,,,Deschutes River,54938,-1,0,26.804173,57.0405,46.31790499,19.51373199,0.42129997,47.04361442,-122.9091057,,,,,,
2015,Deschutes River (WA) Wild,,,Deschutes River,1363,-1,0,506.142987,1259.0394,1022.362485,516.2194978,0.504928052,47.04361442,-122.9091057,,,,,,
2016,Deschutes River (WA) Wild,,,Deschutes River,2011,-1,0,262,439.485958,356.870449,94.87044905,0.265840025,47.04361442,-122.9091057,,,,,,
2017,Deschutes River (WA) Wild,,,Deschutes River,4536,-1,0,98.760961,185.6409,150.7437272,51.98276616,0.344841985,47.04361442,-122.9091057,,,,,,
2018,Deschutes River (WA) Wild,,,Deschutes River,20451,-1,0,,,,,,47.04361442,-122.9091057,,,,,,0
1986,Dungeness River Wild,,,,,0,0,323.921918,4924,3998.375964,3674.454046,0.918986628,48.152718,-123.129772,,,,,,
1987,Dungeness River Wild,,,,,0,0,224.001378,3844,3121.396671,2897.395293,0.928236811,48.152718,-123.129772,,,,,,
1988,Dungeness River Wild,,,,,0,0,536.970356,4192,3403.978888,2867.008532,0.842252149,48.152718,-123.129772,,,,,,
1989,Dungeness River Wild,,,,,0,0,345.855926,3544,2877.791311,2531.935385,0.879818969,48.152718,-123.129772,,,,,,
1990,Dungeness River Wild,,,,,0,0,419.930578,4392,3566.38246,3146.451882,0.882253072,48.152718,-123.129772,,,,,,
1991,Dungeness River Wild,,,,,0,0,554.83105,3102,2518.879415,1964.048365,0.779731,48.152718,-123.129772,,,,,,
1992,Dungeness River Wild,,,,,0,0,437.887028,2234,1814.047909,1376.160881,0.758613306,48.152718,-123.129772,,,,,,
1993,Dungeness River Wild,,,,,0,0,751.44418,1362,1105.968331,354.5241513,0.320555428,48.152718,-123.129772,,,,,,
1994,Dungeness River Wild,,,,,0,0,394.506686,1196,971.1733658,576.6666798,0.593783458,48.152718,-123.129772,,,,,,
1995,Dungeness River Wild,,,,,0,0,1978.29988,3954,3210.718636,1232.418756,0.383845144,48.152718,-123.129772,,,,,,
1996,Dungeness River Wild,,,,,0,0,1417.615458,4716,3829.476248,2411.86079,0.629814793,48.152718,-123.129772,,,,,,
1997,Dungeness River Wild,,,,,0,0,3369.209518,6588,5349.573691,1980.364173,0.370191026,48.152718,-123.129772,,,,,,
1998,Dungeness River Wild,,,,,0,0,1009.98448,3242.5822,2633.034673,1623.050193,0.616418086,48.152718,-123.129772,,,,,,
1999,Dungeness River Wild,,,,,0,0,674.001428,1632.575542,1325.680505,651.6790771,0.491580795,48.152718,-123.129772,,,,,,
2000,Dungeness River Wild,,,,,0,0,4778.043621,11560.71842,9387.509882,4609.466261,0.491021189,48.152718,-123.129772,,,,,,
2001,Dungeness River Wild,,,,,0,0,5195.999978,11999.31848,9743.660966,4547.660988,0.466730216,48.152718,-123.129772,,,,,,
2002,Dungeness River Wild,,,,,0,0,1207.999998,3813.38945,3096.540357,1888.540359,0.60988721,48.152718,-123.129772,,,,,,
2003,Dungeness River Wild,,,,,0,0,3630.999973,5170.735596,4198.729676,567.729703,0.135214636,48.152718,-123.129772,,,,,,
2004,Dungeness River Wild,,,,,0,0,759.114565,1557.1066,1264.398376,505.283811,0.399623901,48.152718,-123.129772,,,,,,
2005,Dungeness River Wild,,,,57095,0,0,176.144371,1095.353,889.4462038,713.3018328,0.801961749,48.152718,-123.129772,,,,,,
2006,Dungeness River Wild,,,,43888,0,0,100.023994,443.0136,359.7349574,259.7109634,0.721950864,48.152718,-123.129772,,,,,,
2007,Dungeness River Wild,,,,22134,0,0,446.944247,1837.2696,1491.895737,1044.95149,0.700418578,48.152718,-123.129772,,,,,,
2008,Dungeness River Wild,,,,21293,0,0,110.062587,346.1278,281.061957,170.99937,0.608404538,48.152718,-123.129772,,,,,,
2009,Dungeness River Wild,,,,30780,0,0,3005.413726,9441.7742,7666.889322,4661.475596,0.608000898,48.152718,-123.129772,,,,,,
2010,Dungeness River Wild,,,,38210,0,0,315.903387,841.9882,683.70946,367.806073,0.537956683,48.152718,-123.129772,,,,,,
2011,Dungeness River Wild,,,,26280,0,0,1866.557576,4474.9246,3633.718717,1767.161141,0.486323042,48.152718,-123.129772,,,,,,
2012,Dungeness River Wild,,,,31794,0,0,1383.121938,3802.5334,3087.725051,1704.603113,0.552057934,48.152718,-123.129772,,,,,,
2013,Dungeness River Wild,,,,52336,0,0,934.998883,2402.0932,1950.54259,1015.543707,0.520646774,48.152718,-123.129772,,,,,,
2014,Dungeness River Wild,,,,35839,0,0,687.707648,2180.0242,1770.218595,1082.510947,0.611512584,48.152718,-123.129772,,,,,,
2015,Dungeness River Wild,,,,6040,0,0,205.027315,496.0478,402.7996752,197.7723602,0.490994339,48.152718,-123.129772,,,,,,
2016,Dungeness River Wild,,,,20493,0,0,663.000001,1870.961118,1519.253851,856.2538504,0.563601566,48.152718,-123.129772,,,,,,
2017,Dungeness River Wild,,,,12991,0,0,1080.970307,2766.5862,2246.517418,1165.547111,0.518823981,48.152718,-123.129772,,,,,,
1998,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.04972211,48.082743,-123.045555,,,,,31,31
1999,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.030193076,48.082743,-123.045555,,,,,8,8
2000,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.028915714,48.082743,-123.045555,,,,,16,16
2001,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.092136911,48.082743,-123.045555,,,,,44,44
2002,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.059463835,48.082743,-123.045555,,,,,35,35
2003,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.050484269,48.082743,-123.045555,,,,,39,39
2004,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.091768889,48.082743,-123.045555,,,,,47,47
2005,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.065706045,48.082743,-123.045555,,,,,32,32
2006,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.084846489,48.082743,-123.045555,,,,,8,8
2007,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.119628757,48.082743,-123.045555,,,,,18,18
2008,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.077295561,48.082743,-123.045555,,,,,22,22
2009,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,,0,0,,,,,0.134158163,48.082743,-123.045555,,,,,22,22
2010,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,99,0,0,,,,,0.078929236,48.082743,-123.045555,,,,,92,92
2011,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,41,0,0,,,,,0.082140137,48.082743,-123.045555,,,,,18,18
2012,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,70,0,0,,,,,0.118550426,48.082743,-123.045555,,,,,15,15
2013,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,1170,0,0,,,,,0.12951564,48.082743,-123.045555,,,,,8,8
2014,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,101,0,0,,,,,0.163053933,48.082743,-123.045555,,,,,15,15
2015,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,159,0,0,,,,,0.170012686,48.082743,-123.045555,,,,,0,0
2016,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,55,0,0,,,,,0.026676682,48.082743,-123.045555,,,,,6,6
2017,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,41,0,0,,,,,0.052899269,48.082743,-123.045555,,,,,1,1
2018,East JDF Miscellaneous Wild,Bell Creek,,Bell Creek,42,0,0,,,,,,48.082743,-123.045555,,,,,2,2
1998,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,,0,0,,,,,0.04972211,48.028149,-123.006024,,,,,68,68
1999,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,,0,0,,,,,0.030193076,48.028149,-123.006024,,,,,44,44
2000,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,,0,0,,,,,0.028915714,48.028149,-123.006024,,,,,107,107
2001,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,,0,0,,,,,0.092136911,48.028149,-123.006024,,,,,164,164
2002,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,934,0,0,,,,,0.059463835,48.028149,-123.006024,,,,,246,246
2003,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,1274,0,0,,,,,0.050484269,48.028149,-123.006024,,,,,110,110
2004,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,2482,0,0,,,,,0.091768889,48.028149,-123.006024,,,,,441,441
2005,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,2220,0,0,,,,,0.065706045,48.028149,-123.006024,,,,,131,131
2006,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,2188,0,0,,,,,0.084846489,48.028149,-123.006024,,,,,32,32
2007,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,965,0,0,,,,,0.119628757,48.028149,-123.006024,,,,,148,148
2008,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,1846,0,0,,,,,0.077295561,48.028149,-123.006024,,,,,143,143
2009,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,387,0,0,,,,,0.134158163,48.028149,-123.006024,,,,,37,37
2010,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,906,0,0,,,,,0.078929236,48.028149,-123.006024,,,,,96,96
2011,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,881,0,0,,,,,0.082140137,48.028149,-123.006024,,,,,108,108
2012,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,300,0,0,,,,,0.118550426,48.028149,-123.006024,,,,,108,108
2013,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,2256,0,0,,,,,0.12951564,48.028149,-123.006024,,,,,107,107
2014,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,534,0,0,,,,,0.163053933,48.028149,-123.006024,,,,,110,110
2015,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,462,0,0,,,,,0.170012686,48.028149,-123.006024,,,,,92,92
2016,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,1377,0,0,,,,,0.026676682,48.028149,-123.006024,,,,,13,13
2017,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,271,0,0,,,,,0.052899269,48.028149,-123.006024,,,,,101,101
2018,East JDF Miscellaneous Wild,Jimmy Come Lately Creek,,Jimmy Come Lately Creek,,0,0,,,,,,48.028149,-123.006024,,,,,29,29
1998,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,,0,0,,,,,0.04972211,48.058941,-123.044219,,,,,5,5
1999,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,,0,0,,,,,0.030193076,48.058941,-123.044219,,,,,0,0
2000,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,3935,0,0,,,,,0.028915714,48.058941,-123.044219,,,,,6,6
2001,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,5953,0,0,,,,,0.092136911,48.058941,-123.044219,,,,,10,10
