Calendar Year,Managment Unit (FRAM),SubPopulation,SaSI Population,Smolt Abundance Population,Smolt Abundance,Smolt_Abundance_Matches_FRAM,Smolt_Abunce_Matches_SASI_but_not_FRAM,Age 3 Escapement (FRAM),January Age 3 Abundance pre-natural mortality and pre-harvest,Age 3 Abundance post-natural mortality-pre harvest,Harvest # FRAM,Harvest (% FRAM),Latitude,Longitude,SASI Natural Origin Abundance,SASI Hatchery Origin Abundance,SASI CompositeOrigin Abundance,SASI unknown Origin Abundance,Sub Pop Natural Orign Abundance (Age 3 Escapment),SupPopulation Escapement
2002,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,8790,0,0,,,,,0.059463835,48.058941,-123.044219,,,,,5,5
2003,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,4746,0,0,,,,,0.050484269,48.058941,-123.044219,,,,,4,4
2004,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,3754,0,0,,,,,0.091768889,48.058941,-123.044219,,,,,6,6
2005,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,1731,0,0,,,,,0.065706045,48.058941,-123.044219,,,,,2,2
2006,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,5654,0,0,,,,,0.084846489,48.058941,-123.044219,,,,,0,0
2007,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,2176,0,0,,,,,0.119628757,48.058941,-123.044219,,,,,5,5
2008,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,2076,0,0,,,,,0.077295561,48.058941,-123.044219,,,,,0,0
2009,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,3319,0,0,,,,,0.134158163,48.058941,-123.044219,,,,,9,9
2010,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,1972,0,0,,,,,0.078929236,48.058941,-123.044219,,,,,16,16
2011,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,4408,0,0,,,,,0.082140137,48.058941,-123.044219,,,,,1,1
2012,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,5490,0,0,,,,,0.118550426,48.058941,-123.044219,,,,,3,3
2013,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,3202,0,0,,,,,0.12951564,48.058941,-123.044219,,,,,1,1
2014,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,2008,0,0,,,,,0.163053933,48.058941,-123.044219,,,,,1,1
2015,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,253,0,0,,,,,0.170012686,48.058941,-123.044219,,,,,1,1
2016,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,860,0,0,,,,,0.026676682,48.058941,-123.044219,,,,,0,0
2017,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,,0,0,,,,,0.052899269,48.058941,-123.044219,,,,,0,0
2018,East JDF Miscellaneous Wild,Johnson Creek,,Johnson Creek,4290,0,0,,,,,,48.058941,-123.044219,,,,,0,0
1998,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,,0,0,,,,,0.04972211,48.125012,-123.220782,,,,,130,130
1999,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,4453,0,0,,,,,0.030193076,48.125012,-123.220782,,,,,89,89
2000,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,391,0,0,,,,,0.028915714,48.125012,-123.220782,,,,,282,282
2001,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,,0,0,,,,,0.092136911,48.125012,-123.220782,,,,,160,160
2002,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,,0,0,,,,,0.059463835,48.125012,-123.220782,,,,,374,374
2003,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,,0,0,,,,,0.050484269,48.125012,-123.220782,,,,,181,181
2004,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,,0,0,,,,,0.091768889,48.125012,-123.220782,,,,,269,269
2005,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,,0,0,,,,,0.065706045,48.125012,-123.220782,,,,,194,194
2006,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,3818,0,0,,,,,0.084846489,48.125012,-123.220782,,,,,59,59
2007,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,7883,0,0,,,,,0.119628757,48.125012,-123.220782,,,,,113,113
2008,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,2387,0,0,,,,,0.077295561,48.125012,-123.220782,,,,,61,61
2009,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,1145,0,0,,,,,0.134158163,48.125012,-123.220782,,,,,121,121
2010,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,3294,0,0,,,,,0.078929236,48.125012,-123.220782,,,,,252,252
2011,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,5669,0,0,,,,,0.082140137,48.125012,-123.220782,,,,,167,167
2012,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,330,0,0,,,,,0.118550426,48.125012,-123.220782,,,,,191,191
2013,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,12856,0,0,,,,,0.12951564,48.125012,-123.220782,,,,,85,85
2014,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,16966,0,0,,,,,0.163053933,48.125012,-123.220782,,,,,271,271
2015,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,1694,0,0,,,,,0.170012686,48.125012,-123.220782,,,,,174,174
2016,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,7204,0,0,,,,,0.026676682,48.125012,-123.220782,,,,,72,72
2017,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,437,0,0,,,,,0.052899269,48.125012,-123.220782,,,,,156,156
2018,East JDF Miscellaneous Wild,McDonald Creek,,McDonald Creek,5332,0,0,,,,,,48.125012,-123.220782,,,,,141,141
1998,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,358,0,0,,,,,0.04972211,48.12138,-123.285909,,,,,161,161
1999,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,1426,0,0,,,,,0.030193076,48.12138,-123.285909,,,,,103,103
2000,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,511,0,0,,,,,0.028915714,48.12138,-123.285909,,,,,300,300
2001,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,,0,0,,,,,0.092136911,48.12138,-123.285909,,,,,308,308
2002,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,3235,0,0,,,,,0.059463835,48.12138,-123.285909,,,,,407,407
2003,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,1485,0,0,,,,,0.050484269,48.12138,-123.285909,,,,,310,310
2004,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,2966,0,0,,,,,0.091768889,48.12138,-123.285909,,,,,508,508
2005,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,3547,0,0,,,,,0.065706045,48.12138,-123.285909,,,,,203,203
2006,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,828,0,0,,,,,0.084846489,48.12138,-123.285909,,,,,107,107
2007,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,4167,0,0,,,,,0.119628757,48.12138,-123.285909,,,,,142,142
2008,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,3172,0,0,,,,,0.077295561,48.12138,-123.285909,,,,,63,63
2009,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,559,0,0,,,,,0.134158163,48.12138,-123.285909,,,,,165,165
2010,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,790,0,0,,,,,0.078929236,48.12138,-123.285909,,,,,225,225
2011,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,4181,0,0,,,,,0.082140137,48.12138,-123.285909,,,,,189,189
2012,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,706,0,0,,,,,0.118550426,48.12138,-123.285909,,,,,192,192
2013,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,6999,0,0,,,,,0.12951564,48.12138,-123.285909,,,,,68,68
2014,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,4158,0,0,,,,,0.163053933,48.12138,-123.285909,,,,,227,227
2015,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,1131,0,0,,,,,0.170012686,48.12138,-123.285909,,,,,128,128
2016,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,4292,0,0,,,,,0.026676682,48.12138,-123.285909,,,,,57,57
2017,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,480,0,0,,,,,0.052899269,48.12138,-123.285909,,,,,170,170
2018,East JDF Miscellaneous Wild,Siebert Creek,,Siebert Creek,2412,0,0,,,,,,48.12138,-123.285909,,,,,124,124
1978,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,5201,0,-1,,,,,,,,,,601,,,601
1979,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,9156,0,-1,,,,,,,,,,367,,,367
1980,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,9090,0,-1,,,,,,,,,,709,,,709
1981,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,8344,0,-1,,,,,,,,,,,,,0
1982,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,7048,0,-1,,,,,,,,,,,,,0
1983,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,7700,0,-1,,,,,,,,,,432,,,432
1984,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,1871,0,-1,,,,,,,,,,326,,,326
1985,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,6947,0,-1,,,,,,,,,,36,,,36
1986,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,10113,0,-1,,,,,0.673316924,48.02334812,-123.0051816,,,432,,,432
1987,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,641,0,-1,,,,,0.470864637,48.02334812,-123.0051816,,,681,,,681
1988,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,6296,0,-1,,,,,0.593751678,48.02334812,-123.0051816,,,17,,,17
1989,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,6915,0,-1,,,,,0.473052422,48.02334812,-123.0051816,,,73,,,73
1990,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,448,0,-1,,,,,0.652980202,48.02334812,-123.0051816,,,104,,,104
1991,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,4300,0,-1,,,,,0.506498873,48.02334812,-123.0051816,,,4,,,4
1992,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,4787,0,-1,,,,,0.575330219,48.02334812,-123.0051816,,,11,,,11
1993,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,,0,-1,,,,,0.168331277,48.02334812,-123.0051816,,,111,,,111
1994,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,495,0,-1,,,,,0.291117367,48.02334812,-123.0051816,,,3,,,3
1995,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,3657,0,-1,,,,,0.320512966,48.02334812,-123.0051816,,,106,,,106
1996,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,,0,-1,,,,,0.429049895,48.02334812,-123.0051816,,,239,,,239
1997,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,779,0,-1,,,,,0.3401672,48.02334812,-123.0051816,,,7,,,7
1998,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,599,0,-1,,,,,4.97E-02,48.02334812,-123.0051816,,,62,,,62
1999,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,,0,-1,,,,,3.02E-02,48.02334812,-123.0051816,,,95,,,95
2000,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,5897,0,-1,,,,,2.89E-02,48.02334812,-123.0051816,,,45,,,45
2001,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,7670,0,-1,,,,,9.21E-02,48.02334812,-123.0051816,,,419,,,419
2002,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,5438,0,-1,,,,,5.95E-02,48.02334812,-123.0051816,,,561,,,561
2003,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,32434,0,-1,,,,,5.05E-02,48.02334812,-123.0051816,,,352,,,352
2004,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,13724,0,-1,,,,,9.18E-02,48.02334812,-123.0051816,,,1998,,,1998
2005,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,10731,0,-1,,,,,6.57E-02,48.02334812,-123.0051816,,,1508,,,1508
2006,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,18924,0,-1,,,,,8.48E-02,48.02334812,-123.0051816,,,1012,,,1012
2007,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,25471,0,-1,,,,,0.119628757,48.02334812,-123.0051816,,,993,,,993
2008,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,16916,0,-1,,,,,7.73E-02,48.02334812,-123.0051816,,,538,,,538
2009,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,20633,0,-1,,,,,0.134158163,48.02334812,-123.0051816,,,2644,,,2644
2010,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,32243,0,-1,,,,,7.89E-02,48.02334812,-123.0051816,,,1090,,,1090
2011,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,27210,0,-1,,,,,8.21E-02,48.02334812,-123.0051816,,,1680,,,1680
2012,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,8454,0,-1,,,,,0.118550426,48.02334812,-123.0051816,,,2916,,,2916
2013,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,40037,0,-1,,,,,0.12951564,48.02334812,-123.0051816,,,807,,,807
2014,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,43177,0,-1,,,,,0.163053933,48.02334812,-123.0051816,,,2797,,,2797
2015,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,16053,0,-1,,,,,0.170012686,48.02334812,-123.0051816,,,1325,,,1325
2016,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,15350,0,-1,,,,,2.67E-02,48.02334812,-123.0051816,,,,,,0
2017,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,,0,-1,,,,,5.29E-02,48.02334812,-123.0051816,,,1112,,,1112
2018,East JDF Miscellaneous Wild,Discovery Bay-Snow Creek,Discovery Bay,Snow Creek,,0,-1,,,,,,,,,,,,,0
1986,East JDF Miscellaneous Wild,,,,,0,0,3909.05547,14736,11965.89525,8056.83978,0.673316924,48.02334812,-123.0051816,,,,,,
1987,East JDF Miscellaneous Wild,,,,,0,0,1768.510884,4116,3342.26553,1573.754646,0.470864637,48.02334812,-123.0051816,,,,,,
1988,East JDF Miscellaneous Wild,,,,,0,0,2529.5267,7668,6226.552984,3697.026284,0.593751678,48.02334812,-123.0051816,,,,,,
1989,East JDF Miscellaneous Wild,,,,,0,0,3073.967842,7184,5833.536338,2759.568496,0.473052422,48.02334812,-123.0051816,,,,,,
1990,East JDF Miscellaneous Wild,,,,,0,0,1138.980126,4042,3282.176208,2143.196082,0.652980202,48.02334812,-123.0051816,,,,,,
1991,East JDF Miscellaneous Wild,,,,,0,0,2381.147948,5942,4825.01015,2443.862202,0.506498873,48.02334812,-123.0051816,,,,,,
1992,East JDF Miscellaneous Wild,,,,,0,0,1156.59151,3354,2723.507917,1566.916407,0.575330219,48.02334812,-123.0051816,,,,,,
1993,East JDF Miscellaneous Wild,,,,,0,0,775.27868,1148,932.1965083,156.9178283,0.168331277,48.02334812,-123.0051816,,,,,,
1994,East JDF Miscellaneous Wild,,,,,0,0,1138.586966,1978,1606.171336,467.5843698,0.291117367,48.02334812,-123.0051816,,,,,,
1995,East JDF Miscellaneous Wild,,,,,0,0,1571.399978,2848,2312.626878,741.2268998,0.320512966,48.02334812,-123.0051816,,,,,,
1996,East JDF Miscellaneous Wild,,,,,0,0,1085.801986,2342,1901.745838,815.9438524,0.429049895,48.02334812,-123.0051816,,,,,,
1997,East JDF Miscellaneous Wild,,,,,0,0,1550.593686,2894,2349.9797,799.3860136,0.3401672,48.02334812,-123.0051816,,,,,,
1998,East JDF Miscellaneous Wild,,,,,0,0,1312.175194,1700.496,1380.83313,68.65793633,4.97E-02,48.02334812,-123.0051816,,,,,,
1999,East JDF Miscellaneous Wild,,,,,0,0,1314.1443,1668.753507,1355.057659,40.91335895,3.02E-02,48.02334812,-123.0051816,,,,,,
2000,East JDF Miscellaneous Wild,,,,,0,0,2180.068256,2764.697251,2244.983557,64.91530145,2.89E-02,48.02334812,-123.0051816,,,,,,
2001,East JDF Miscellaneous Wild,,,,,0,0,2538.999983,3444.107947,2796.67718,257.6771969,9.21E-02,48.02334812,-123.0051816,,,,,,
2002,East JDF Miscellaneous Wild,,,,,0,0,3001.999934,3930.697251,3191.796387,189.7964533,5.95E-02,48.02334812,-123.0051816,,,,,,
2003,East JDF Miscellaneous Wild,,,,,0,0,3248.999289,4213.87713,3421.743508,172.7442189,5.05E-02,48.02334812,-123.0051816,,,,,,
2004,East JDF Miscellaneous Wild,,,,,0,0,7752.421813,10511.76,8535.736906,783.3150932,9.18E-02,48.02334812,-123.0051816,,,,,,
2005,East JDF Miscellaneous Wild,,,,,0,0,3422.688605,4511.472,3663.395859,240.7072537,6.57E-02,48.02334812,-123.0051816,,,,,,
2006,East JDF Miscellaneous Wild,,,,,0,0,1811.990575,2438.352,1979.985384,167.9948087,8.48E-02,48.02334812,-123.0051816,,,,,,
2007,East JDF Miscellaneous Wild,,,,,0,0,3112.014764,4353.216,3534.88916,422.8743956,0.119628757,48.02334812,-123.0051816,,,,,,
2008,East JDF Miscellaneous Wild,,,,,0,0,1276.366598,1703.52,1383.288672,106.9220744,7.73E-02,48.02334812,-123.0051816,,,,,,
2009,East JDF Miscellaneous Wild,,,,,0,0,3337.758061,4747.344,3854.928136,517.1700754,0.134158163,48.02334812,-123.0051816,,,,,,
2010,East JDF Miscellaneous Wild,,,,,0,0,3107.362922,4154.64,3373.6419,266.2789781,7.89E-02,48.02334812,-123.0051816,,,,,,
2011,East JDF Miscellaneous Wild,,,,,0,0,3796.474103,5093.76,4136.224117,339.7500139,8.21E-02,48.02334812,-123.0051816,,,,,,
2012,East JDF Miscellaneous Wild,,,,,0,0,4817.073608,6730.08,5464.945189,647.8715808,0.118550426,48.02334812,-123.0051816,,,,,,
2013,East JDF Miscellaneous Wild,,,,,0,0,1742.071405,2464.56,2001.266748,259.1953429,0.12951564,48.02334812,-123.0051816,,,,,,
2014,East JDF Miscellaneous Wild,,,,,0,0,3835.378239,5643.456,4582.587089,747.2088499,0.163053933,48.02334812,-123.0051816,,,,,,
2015,East JDF Miscellaneous Wild,,,,,0,0,1808.219865,2682.96,2178.611449,370.3915845,0.170012686,48.02334812,-123.0051816,,,,,,
2016,East JDF Miscellaneous Wild,,,,,0,0,1999.000002,2529.240241,2053.788259,54.78825703,2.67E-02,48.02334812,-123.0051816,,,,,,
2017,East JDF Miscellaneous Wild,,,,,0,0,1736.998891,2258.592,1834.017052,97.01816138,5.29E-02,48.02334812,-123.0051816,,,,,,
1986,Elwha River Wild,,,,,0,0,569.956492,4568,3709.297605,3139.341113,0.846343822,48.148155,-123.569634,,,,,,
1987,Elwha River Wild,,,,,0,0,331.88575,3674,2983.353634,2651.467884,0.888754137,48.148155,-123.569634,,,,,,
1988,Elwha River Wild,,,,,0,0,210.98829,1174,953.3089728,742.3206828,0.778677956,48.148155,-123.569634,,,,,,
1989,Elwha River Wild,,,,,0,0,201.920538,1638,1330.085262,1128.164724,0.848189779,48.148155,-123.569634,,,,,,
1990,Elwha River Wild,,,,,0,0,196.057036,1474,1196.914332,1000.857296,0.836197938,48.148155,-123.569634,,,,,,
1991,Elwha River Wild,,,,,0,0,166.084374,630,511.5712546,345.4868806,0.675344593,48.148155,-123.569634,,,,,,
1992,Elwha River Wild,,,,,0,0,300.71951,1474,1196.914332,896.1948221,0.748754358,48.148155,-123.569634,,,,,,
1993,Elwha River Wild,,,,,0,0,231.07308,380,308.5667885,77.49370847,0.251140795,48.148155,-123.569634,,,,,,
1994,Elwha River Wild,,,,,0,0,198.027936,448,363.7840032,165.7560672,0.455644189,48.148155,-123.569634,,,,,,
1995,Elwha River Wild,,,,,0,0,328.026216,1192,967.9252944,639.8990784,0.661103788,48.148155,-123.569634,,,,,,
1996,Elwha River Wild,,,,,0,0,421.035686,1454,1180.673975,759.6382888,0.643393778,48.148155,-123.569634,,,,,,
1997,Elwha River Wild,,,,,0,0,162.449106,330,267.9658952,105.5167892,0.393769473,48.148155,-123.569634,,,,,,
1998,Elwha River Wild,,,,,0,0,1010.055084,2704.46,2196.069834,1186.01475,0.540062402,48.148155,-123.569634,,,,,,
1999,Elwha River Wild,,,,,0,0,665.001393,1473.170139,1196.24047,531.2390772,0.444090541,48.148155,-123.569634,,,,,,
2000,Elwha River Wild,,,,,0,0,329.002948,1225.727229,995.3124068,666.3094588,0.669447557,48.148155,-123.569634,,,,,,
2001,Elwha River Wild,,,,,0,0,1029.999996,2275.984292,1848.139904,818.1399082,0.442682887,48.148155,-123.569634,,,,,,
2002,Elwha River Wild,,,,,0,0,1049.999999,2141.020861,1738.547187,688.5471882,0.396047455,48.148155,-123.569634,,,,,,
2003,Elwha River Wild,,,,,0,0,317.999998,495.804207,402.6018733,84.60187533,0.210137808,48.148155,-123.569634,,,,,,
2004,Elwha River Wild,,,,,0,0,473.039876,896.401,727.8936257,254.8537497,0.350124992,48.148155,-123.569634,,,,,,
2005,Elwha River Wild,,,,,0,0,386.855824,827.9535,672.3130329,285.4572089,0.42458973,48.148155,-123.569634,,,,,,
2006,Elwha River Wild,,,,,0,0,38.003437,91.8555,74.58830694,36.58486994,0.490490687,48.148155,-123.569634,,,,,,
2007,Elwha River Wild,,,,,0,0,69.997931,154.1375,125.1624036,55.16447257,0.440743154,48.148155,-123.569634,,,,,,
2008,Elwha River Wild,,,,,0,0,51.031033,97.7075,79.34023549,28.30920249,0.356807644,48.148155,-123.569634,,,,,,
2009,Elwha River Wild,,,,,0,0,126.913165,350.8065,284.8611449,157.9479799,0.554473584,48.148155,-123.569634,,,,,,
2010,Elwha River Wild,,,,,0,0,545.900178,994.7355,807.7429963,261.8428183,0.324166003,48.148155,-123.569634,,,,,,
2011,Elwha River Wild,,,,,0,0,688.911221,1220.0375,990.6922452,301.7810242,0.304616318,48.148155,-123.569634,,,,,,
2012,Elwha River Wild,,,,,0,0,692.006597,972.5815,789.7535526,97.74695558,0.123768934,48.148155,-123.569634,,,,,,
2013,Elwha River Wild,,,,,0,0,168.013562,237.424,192.7925294,24.77896744,0.128526595,48.148155,-123.569634,,,,,,
2014,Elwha River Wild,,,,,0,0,35.993549,52.877,42.93706862,6.943519616,0.161713872,48.148155,-123.569634,,,,,,
2015,Elwha River Wild,,,,,0,0,5.009037,7.4195,6.024766545,1.015729545,0.168592349,48.148155,-123.569634,,,,,,
2016,Elwha River Wild,,,,,0,0,74,93.607129,76.01066098,2.010660983,2.65E-02,48.148155,-123.569634,,,,,,
2017,Elwha River Wild,,,,,0,0,52.021667,67.6115,54.90174584,2.880078838,5.25E-02,48.148155,-123.569634,,,,,,
1986,Grays Harbor Miscellaneous Wild,,,,,0,0,1383.048232,4186,3399.10678,2016.058548,0.593114215,46.939467,-124.033166,,,,,,
1987,Grays Harbor Miscellaneous Wild,,,,,0,0,967.973446,2072,1682.501015,714.527569,0.424681806,46.939467,-124.033166,,,,,,
1988,Grays Harbor Miscellaneous Wild,,,,,0,0,771.09511,1452,1179.049939,407.9548291,0.346003011,46.939467,-124.033166,,,,,,
1989,Grays Harbor Miscellaneous Wild,,,,,0,0,1084.504264,3014,2447.421843,1362.917579,0.556878898,46.939467,-124.033166,,,,,,
1990,Grays Harbor Miscellaneous Wild,,,,,0,0,896.418848,2134,1732.846123,836.4272746,0.482689873,46.939467,-124.033166,,,,,,
1991,Grays Harbor Miscellaneous Wild,,,,,0,0,1089.862636,2960,2403.572879,1313.710243,0.546565596,46.939467,-124.033166,,,,,,
1992,Grays Harbor Miscellaneous Wild,,,,,0,0,1555.556676,4260,3459.196102,1903.639426,0.550312665,46.939467,-124.033166,,,,,,
1993,Grays Harbor Miscellaneous Wild,,,,,0,0,1163.575632,3734,3032.074706,1868.499074,0.616244405,46.939467,-124.033166,,,,,,
1994,Grays Harbor Miscellaneous Wild,,,,,0,0,803.843222,1342,1089.727974,285.884752,0.262345061,46.939467,-124.033166,,,,,,
